1018.50    -46.8870    4.23300   261   0.44988   23.313    -46.90     -1.975  
1028.50    -47.3940    4.28650   262   0.45382   23.313    -45.50     -1.974  
1040.80    -47.9000    4.34050   263   0.45779   23.314    -46.40     -1.973  
1050.90    -48.4080    4.39500   264   0.46177   23.314    -47.60     -1.973  
1061.60    -48.9140    4.44990   265   0.46577   23.314    -48.80     -1.972  
1072.00    -49.4210    4.50540   266   0.46980   23.315    -46.70     -1.971  
1083.20    -49.9290    4.56140   267   0.47385   23.315    -45.80     -1.970  
1094.40    -50.4370    4.61790   268   0.47792   23.316    -45.10     -1.969  
1105.60    -50.9450    4.67490   269   0.48201   23.316    -45.40     -1.969  
1116.90    -51.4530    4.73240   270   0.48612   23.316    -45.50     -1.968  
1128.10    -51.9610    4.79040   271   0.49026   23.317    -45.60     -1.968  
1139.20    -52.4690    4.84890   272   0.49441   23.317    -45.60     -1.967  
1150.40    -52.9780    4.90800   273   0.49860   23.318    -45.50     -1.967  
1161.60    -53.4860    4.96750   274   0.50279   23.318    -46.00     -1.966  
1172.90    -53.9950    5.02760   275   0.50702   23.318    -44.70     -1.965  
1184.00    -54.5040    5.08820   276   0.51126   23.319    -43.50     -1.965  
1196.50    -55.0130    5.14940   277   0.51553   23.319    -43.80     -1.964  
1207.70    -55.5220    5.21100   278   0.51981   23.319    -44.10     -1.963  
1219.00    -56.0310    5.27320   279   0.52413   23.320    -44.60     -1.963  
1231.00    -56.5410    5.33600   280   0.52846   23.320    -43.30     -1.962  
1242.60    -57.0510    5.39930   281   0.53282   23.321    -43.00     -1.961  
1254.50    -57.5610    5.46310   282   0.53720   23.321    -43.90     -1.961  
1266.30    -58.0710    5.52750   283   0.54160   23.321    -43.80     -1.961  
1277.70    -58.5810    5.59240   284   0.54602   23.322    -42.90     -1.961  
1290.00    -59.0000    5.65780   285   0.55046   23.322    -42.30     -1.960  
1302.40    -59.6010    5.72380   286   0.55493   23.322    -41.00     -1.960  
1314.20    -60.1120    5.79040   287   0.55942   23.323    -42.70     -1.959  
1327.00    -60.6220    5.85750   288   0.56393   23.323    -43.40     -1.958  
1337.70    -61.1330    5.92520   289   0.56846   23.324    -42.50     -1.958  
1350.40    -61.6430    5.99340   290   0.57302   23.324    -42.30     -1.957  
1363.00    -62.1540    6.06220   291   0.57759   23.324    -41.40     -1.957  
1374.60    -62.6660    6.13160   292   0.58220   23.325    -42.30     -1.956  
1387.10    -63.1770    6.20160   293   0.58682   23.325    -41.80     -1.956  
1399.50    -63.6880    6.27210   294   0.59147   23.326    -41.10     -1.956  
1411.90    -64.2000    6.34320   295   0.59614   23.326    -41.20     -1.955  
