-240.555         0.00021651   
-239.93          0.00024604   
-239.305         0.00030521   
-238.68          0.00030508   
-238.055         0.00033461   
-237.43          0.00030484   
-236.805         0.00021579   
-236.18          0.00018603   
-235.555         0.00021555   
-234.93          0.00024507   
-234.305         0.00030424   
-233.68          0.00033377   
-233.055         0.00039294   
-232.43          0.00036317   
-231.805         0.00036305   
-231.18          0.00030364   
-230.555         0.00027388   
-229.93          0.00027376   
-229.305         0.00033293   
-228.68          0.0003921    
-228.055         0.00045127   
-227.43          0.00048079   
-226.805         0.00051031   
-226.18          0.00048055   
-225.555         0.00045078   
-224.93          0.00042102   
-224.305         0.00045054   
-223.68          0.00048007   
-223.055         0.00056888   
-222.43          0.00059841   
-221.805         0.00065758   
-221.18          0.0006871    
-220.555         0.00068698   
-219.93          0.00065722   
-219.305         0.00059781   
-218.68          0.00059769   
-218.055         0.00065686   
-217.43          0.00071603   
-216.805         0.0007752    
-216.18          0.00083437   
-215.555         0.00089354   
-214.93          0.00089342   
-214.305         0.00083401   
-213.68          0.00080424   
-213.055         0.00083377   
-212.43          0.00089294   
-211.805         0.00095211   
-211.18          0.0010409    
-210.555         0.0011001    
-209.93          0.0011889    
-209.305         0.0011888    
-208.68          0.0011887    
-208.055         0.0011589    
-207.43          0.0011884    
-206.805         0.0012772    
-206.18          0.0013661    
-205.555         0.0014549    
-204.93          0.0015437    
-204.305         0.0016325    
-203.68          0.0017213    
-203.055         0.0017805    
-202.43          0.0017804    
-201.805         0.0018099    
-201.18          0.001958     
-200.555         0.0020765    
-199.93          0.0022246    
-199.305         0.0023727    
-198.68          0.0025208    
-198.055         0.0026096    
-197.43          0.0026688    
-196.805         0.0027279    
-196.18          0.0027871    
-195.555         0.0029352    
-194.93          0.003113     
-194.305         0.0033204    
-193.68          0.0034981    
-193.055         0.0037055    
-192.43          0.0038833    
-191.805         0.0040017    
-191.18          0.0040905    
-190.555         0.0042386    
-189.93          0.0044164    
-189.305         0.0046238    
-188.68          0.0048608    
-188.055         0.0051275    
-187.43          0.0053646    
-186.805         0.005572     
-186.18          0.0057794    
-185.555         0.0059275    
-184.93          0.0061052    
-184.305         0.0063719    
-183.68          0.0066386    
-183.055         0.0069053    
-182.43          0.0072313    
-181.805         0.0075869    
-181.18          0.0080018    
-180.555         0.0083278    
-179.93          0.0086538    
-179.305         0.009039     
-178.68          0.0094836    
-178.055         0.010047     
-177.43          0.010669     
-176.805         0.011381     
-176.18          0.012151     
-175.555         0.013011     
-174.93          0.01393      
-174.305         0.01476      
-173.68          0.015619     
-173.055         0.016568     
-172.43          0.017576     
-171.805         0.018583     
-171.18          0.019502     
-170.555         0.020392     
-169.93          0.02137      
-169.305         0.022437     
-168.68          0.023474     
-168.055         0.024541     
-167.43          0.025875     
-166.805         0.027358     
-166.18          0.029077     
-165.555         0.031152     
-164.93          0.034116     
-164.305         0.03794      
-163.68          0.042713     
-163.055         0.048079     
-162.43          0.052704     
-161.805         0.057061     
-161.18          0.062012     
-160.555         0.067733     
-159.93          0.073425     
-159.305         0.077931     
-158.68          0.082882     
-158.055         0.089434     
-157.43          0.098535     
-156.805         0.12569      
-156.18          0.14188      
-155.555         0.16283      
-154.93          0.18283      
-154.305         0.20759      
-153.68          0.23997      
-153.055         0.27711      
-152.43          0.31616      
-151.805         0.36187      
-151.18          0.45711      
-150.555         0.51711      
-149.93          0.56948      
-149.305         0.6771       
-148.68          0.76472      
-148.055         0.85233      
-147.43          0.9428       
-146.805         1.0847       
-146.18          1.1914       
-145.555         1.2885       
-144.93          1.4161       
-144.305         1.5656       
-143.68          1.9199       
-143.055         2.1532       
-142.43          2.5094       
-141.805         3.0456       
-141.18          3.5608       
-140.555         4.14         
-139.93          4.6923       
-139.305         5.3672       
-138.68          6.5023       
-138.055         7.6681       
-137.43          9.11         
-136.805        10.368        
-136.18         11.81         
-135.555        13.313        
-134.93         15.982        
-134.305        18.804        
-133.68         22.056        
-133.055        25.339        
-132.43         29.296        
-131.805        33.959        
-131.18         39.88         
-130.555        45.556        
-129.93         52.827        
-129.305        61.383        
-128.68         70.204        
-128.055        80.986        
-127.43         98.629        
-126.805       110.39         
-126.18        123.13         
-125.555       149.6          
-124.93        166.26         
-124.305       191.74         
-123.68        228.99         
-123.055       253.49         
-122.43        285.84         
-121.805       319.17         
-121.18        356.41         
-120.555       408.36         
-119.93        462.27         
-119.305       517.16         
-118.68        612.23         
-118.055       679.86         
-117.43        754.35         
-116.805       868.05         
-116.18        988.61         
-115.555      1088.6          
-114.93       1202.3          
-114.305      1343.4          
-113.68       1511            
-113.055      1659            
-112.43       1820.7          
-111.805      1937.4          
-111.18       2041.3          
-110.555      2098.1          
-109.93       2167.7          
-109.305      2237.3          
-108.68       2240.2          
-108.055      2224.5          
-107.43       2193.2          
-106.805      2147.1          
-106.18       2086.3          
-105.555      2058.9          
-104.93       1978.5          
-104.305      1898.1          
-103.68       1828.5          
-103.055      1750.1          
-102.43       1659.9          
-101.805      1547.2          
-101.18       1486.5          
-100.555      1394.3          
 -99.93       1329.6          
 -99.305      1253.2          
 -98.68       1169.9          
 -98.055      1088.5          
 -97.43       1027.8          
 -96.805       970.9          
 -96.18        907.2          
 -95.555       839.57         
 -94.93        778.8          
 -94.305       716.07         
 -93.68        666.09         
 -93.055       614.14         
 -92.43        566.11         
 -91.805       524.95         
 -91.18        489.66         
 -90.555       455.36         
 -89.93        427.92         
 -89.305       402.43         
 -88.68        379.89         
 -88.055       358.33         
 -87.43        337.74         
 -86.805       318.14         
 -86.18        302.46         
 -85.555       283.84         
 -84.93        267.18         
 -84.305       252.47         
 -83.68        236.79         
 -83.055       224.05         
 -82.43        211.31         
 -81.805       200.53         
 -81.18        189.75         
 -80.555       181.91         
 -79.93        173.08         
 -79.305       165.24         
 -78.68        159.36         
 -78.055       152.5          
 -77.43        146.62         
 -76.805       140.74         
 -76.18        134.86         
 -75.555       128.98         
 -74.93        125.06         
 -74.305       122.12         
 -73.68        116.24         
 -73.055       111.34         
 -72.43        106.44         
 -71.805       101.54         
 -71.18         98.595        
 -70.555        94.674        
 -69.93         90.753        
 -69.305        86.833        
 -68.68         82.912        
 -68.055        79.972        
 -67.43         78.012        
 -66.805        74.091        
 -66.18         71.151        
 -65.555        67.23         
 -64.93         64.29         
 -64.305        61.349        
 -63.68         60.369        
 -63.055        59.389        
 -62.43         55.216        
 -61.805        52.547        
 -61.18         50.952        
 -60.555        49.295        
 -59.93         47.056        
 -59.305        45.276        
 -58.68         44.295        
 -58.055        42.761        
 -57.43         40.43         
 -56.805        39.816        
 -56.18         38.221        
 -55.555        36.871        
 -54.93         36.35         
 -54.305        35.153        
 -53.68         34.356        
 -53.055        33.466        
 -52.43         34.202        
 -51.805        31.503        
 -51.18         30.613        
 -50.555        29.908        
 -49.93         27.607        
 -49.305        27.668        
 -48.68         25.214        
 -48.055        23.742        
 -47.43         23.404        
 -46.805        22.913        
 -46.18         22.238        
 -45.555        22.791        
 -44.93         23.281        
 -44.305        24.938        
 -43.68         22.791        
 -43.055        22.883        
 -42.43         22.024        
 -41.805        23.312        
 -41.18         22.33         
 -40.555        24.048        
 -39.93         22.484        
 -39.305        24.018        
 -38.68         22.545        
 -38.055        24.815        
 -37.43         22.484        
 -36.805        24.478        
 -36.18         24.386        
 -35.555        25.429        
 -34.93         23.435        
 -34.305        25.122        
 -33.68         23.496        
 -33.055        26.288        
 -32.43         24.693        
 -31.805        26.625        
 -31.18         25.49         
 -30.555        27.392        
 -29.93         26.625        
